,Opposition,Distance,HSR,Sprint,Accelerations,Decelerations,Jumps,match_id,season_name,team,opposition_team,goals_scored,goals_conceded,np_xg,np_xg_conceded,shots,shots_on_target,opposition_shots,opposition_shots_on_target,passes,opposition_passes,completed_passes_into_the_box,pressures,pressure_regains,fouls,tackles,yellow_cards,xg_within_8_seconds_of_corner,xg_conceded_within_8_seconds_of_corner,shots_within_8_seconds_of_corner,shots_conceded_within_8_seconds_of_corner,goals_within_8_seconds_of_corner,goals_conceded_within_8_seconds_of_corner,xg_within_8_seconds_of_indirect_free_kick,xg_conceded_within_8_seconds_of_indirect_free_kick,shots_within_8_seconds_of_indirect_free_kick,shots_conceded_within_8_seconds_of_indirect_free_kick,goals_within_8_seconds_of_indirect_free_kick,goals_conceded_within_8_seconds_of_indirect_free_kick,possession,final_third_possession,ppda,completed_passes_and_carries_into_final_third,match_outcome,date,monte_carlo_win_prob,monte_carlo_draw_prob,monte_carlo_loss_prob,location,lineup
10,Reading,105648.51,5142.04,691.17,320,391,42,3766962,2021,Coventry City,Reading,3,2,1.4746375,1.02104369,14,4,14,7,411,607,7,139,21,20,13,5,0.4813518,0.00862499,3,1,1,0,0.342577,0.0974958,1,1,0,0,40,35,18.21052632,36,won,30/10/2020,0.4724,0.2898,0.2378,home,"[{'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3355, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 8.93333}, {'player_id': 4365, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 97.2333}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 83.3}, {'player_id': 9276, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 97.2333}, {'player_id': 9709, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 10026, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 97.2333}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 97.2333}, {'player_id': 10781, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 88.5167}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 73.45}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22361, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 14.1167}, {'player_id': 23399, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Midfield', 'minutes_played': 23.7833}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 97.2333}, {'player_id': 29397, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 97.2333}, {'player_id': 29407, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 97.2333}, {'player_id': 31088, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 97.2333}]"
11,Notts Forest ,107633.26,6003.87,916.41,276,405,58,3766599,2021,Coventry City,Nottingham Forest,1,2,1.4108016,1.2193243,15,7,14,3,480,507,11,150,28,16,18,2,0.0698821,0.4291299,2,4,0,0,0.2119702,0.6212844,2,6,0,1,49,46,8.527777778,45,lost,04/11/2020,0.217,0.2567,0.5263,away,"[{'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 4365, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 98.0833}, {'player_id': 7537, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 5.25}, {'player_id': 9276, 'squad_role': 'Substitution - On (Injury)', 'position': 'Right Center Forward', 'minutes_played': 41.7667}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 56.4833}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 98.0833}, {'player_id': 10026, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 98.0833}, {'player_id': 13268, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 98.0833}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 98.0833}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 98.0833}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Center Defensive Midfield', 'minutes_played': 98.0833}, {'player_id': 29397, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 92.8333}, {'player_id': 29407, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 98.0833}, {'player_id': 29977, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 98.0833}]"
12,Watford,108612.66,6180.76,1051.4,299,368,22,3766978,2021,Coventry City,Watford,2,3,0.8368798,1.66127084,13,3,11,4,489,536,6,140,23,16,17,2,0.0351511,0.19976844,1,3,0,1,0.0646163,0.0997251,2,2,1,0,48,34,23.30769231,44,lost,07/11/2020,0.0541,0.1398,0.8061,away,"[{'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3355, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Midfield', 'minutes_played': 5.13333}, {'player_id': 3743, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 4365, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 95.5333}, {'player_id': 7537, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 5.06667}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 95.5333}, {'player_id': 9709, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 10026, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 95.5333}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 95.5333}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 90.4}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 90.4667}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 95.5333}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Center Defensive Midfield', 'minutes_played': 95.5333}, {'player_id': 29397, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 95.5333}, {'player_id': 29407, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 95.5333}, {'player_id': 29977, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 95.5333}]"
13,Birmingham,107262.75,6012.65,989.75,330,412,34,3766975,2021,Coventry City,Birmingham City,0,0,0.4536555,1.038962,6,1,7,2,542,474,10,181,29,11,25,1,0.0391679,0.1754648,1,2,0,0,0,0,0,0,0,0,53,43,5.489361702,40,draw,20/11/2020,0.1422,0.3444,0.5134,home,"[{'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3743, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 4365, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 95.0667}, {'player_id': 7644, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 76.3667}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 95.0667}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 95.0667}, {'player_id': 10026, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing', 'minutes_played': 26.6167}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 95.0667}, {'player_id': 10781, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 68.45}, {'player_id': 13268, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 95.0667}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 95.0667}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 95.0667}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 95.0667}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 68.9}, {'player_id': 29397, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Back', 'minutes_played': 18.7}, {'player_id': 29977, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Midfield', 'minutes_played': 26.1667}]"
14,Cardiff,108071.93,6375.7,1039.75,315,456,55,3767036,2021,Coventry City,Cardiff City,1,0,0.80940056,0.4454944,11,5,8,3,474,521,5,130,25,16,15,1,0,0.1593868,0,3,0,0,0,0.100426,0,1,0,0,48,43,10.62962963,39,won,25/11/2020,0.429,0.3921,0.1789,home,"[{'player_id': 3299, 'squad_role': 'Substitution - On (Injury)', 'position': 'Goalkeeper', 'minutes_played': 3.03333}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3743, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 4365, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 95.0833}, {'player_id': 7644, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 98.1167}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 98.1167}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 98.1167}, {'player_id': 10026, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 98.1167}, {'player_id': 10781, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 90.15}, {'player_id': 13268, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 78.8167}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 98.1167}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 98.1167}, {'player_id': 23399, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Defensive Midfield', 'minutes_played': 19.5833}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 98.1167}, {'player_id': 29397, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 98.1167}, {'player_id': 29977, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing', 'minutes_played': 7.96667}]"
15,Norwich,112118.26,6106.92,1095.72,287,455,27,3766612,2021,Coventry City,Norwich City,1,1,1.0618237,0.8479391,13,4,8,5,420,736,11,174,28,12,18,0,0.0877933,0,3,0,0,0,0.094877,0,2,0,0,0,36,53,20.16,41,draw,28/11/2020,0.211,0.2972,0.4918,away,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 96.6}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 62.6667}, {'player_id': 3743, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 62.6667}, {'player_id': 7644, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 19.4167}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 77.1833}, {'player_id': 9276, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 34.5167}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 96.6}, {'player_id': 10026, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Midfield', 'minutes_played': 19.45}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 96.6}, {'player_id': 10781, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Midfield', 'minutes_played': 34.8333}, {'player_id': 11249, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 13268, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing', 'minutes_played': 34.8833}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 77.15}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 96.6}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 62.6667}, {'player_id': 29397, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 96.6}, {'player_id': 29977, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 96.6}, {'player_id': 58468, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
16,Derby,107766.3,6428.39,1139.34,340,438,48,3766956,2021,Coventry City,Derby County,1,1,1.13078192,1.4953851,9,3,13,3,458,546,5,148,21,13,15,1,0,0.0802058,0,1,0,0,0,0.0487666,0,1,0,0,46,34,15.05,24,draw,01/12/2020,0.2739,0.2898,0.4363,away,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 97.2667}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3743, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Attacking Midfield', 'minutes_played': 6.9}, {'player_id': 7644, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing', 'minutes_played': 18.5333}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 97.2667}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 78.5833}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 97.2667}, {'player_id': 10026, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 18.6833}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 97.2667}, {'player_id': 10781, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 78.7333}, {'player_id': 11249, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 97.2667}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 97.2667}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 87.7}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 90.4333}, {'player_id': 29363, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29397, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 97.2667}, {'player_id': 29407, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29977, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Back', 'minutes_played': 10.2833}]"
17,Rotherham,99247.37,6356.41,1398.29,365,405,72,3766792,2021,Coventry City,Rotherham United,3,1,2.1033851,0.7627565,9,6,8,0,312,411,3,134,25,16,21,0,0,0.3441893,0,2,0,0,0,0.1415526,0,2,1,0,43,37,4.833333333,22,won,05/12/2020,0.4805,0.2795,0.24,home,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 97.4333}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3743, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Attacking Midfield', 'minutes_played': 18.2833}, {'player_id': 7644, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 97.4333}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Right Attacking Midfield', 'minutes_played': 79.85}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 97.4333}, {'player_id': 10026, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 97.4333}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 97.4333}, {'player_id': 10781, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 11249, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 97.4333}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 97.4333}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 97.4333}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Left Attacking Midfield', 'minutes_played': 97.4333}, {'player_id': 29363, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29397, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 97.4333}, {'player_id': 35241, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 58468, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
18,Luton,97431.52,6961.18,1301,336,387,50,3767054,2021,Coventry City,Luton Town,0,0,0.3551233,0.4154805,7,1,6,1,365,380,6,121,21,15,14,3,0,0.0627762,0,1,0,0,0.0176527,0,1,0,0,0,49,41,8.105263158,32,draw,08/12/2020,0.2064,0.5349,0.2587,home,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 96.1833}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3743, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Forward', 'minutes_played': 7.33333}, {'player_id': 7537, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7644, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 96.1833}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 88.85}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 96.1833}, {'player_id': 10026, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 96.1833}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 96.1833}, {'player_id': 10781, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 18.1333}, {'player_id': 11249, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 96.1833}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 96.1833}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 96.1833}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 78.05}, {'player_id': 29363, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29397, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 96.1833}, {'player_id': 35241, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
19,Wycombe,100154.64,6904.04,1214.04,355,427,60,3766689,2021,Coventry City,Wycombe Wanderers,2,1,0.68702804,0.811524,9,3,9,2,430,320,6,120,19,16,22,4,0.025922,0.0978816,1,1,0,0,0.4027513,0,2,0,1,0,57,46,4.952380952,32,won,12/12/2020,0.0945,0.2555,0.65,away,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 98.8}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3743, 'squad_role': 'Substitution - On (Injury)', 'position': 'Right Defensive Midfield', 'minutes_played': 49.2167}, {'player_id': 7537, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 98.8}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 93.1167}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 98.8}, {'player_id': 10026, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 5.9}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 98.8}, {'player_id': 10781, 'squad_role': 'Starting XI', 'position': 'Left Attacking Midfield', 'minutes_played': 30.25}, {'player_id': 11249, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Attacking Midfield', 'minutes_played': 68.6167}, {'player_id': 15491, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 49.5833}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 98.8}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Right Attacking Midfield', 'minutes_played': 98.8}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 98.8}, {'player_id': 29397, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 98.8}, {'player_id': 35241, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
20,Huddersfield,105467.14,6914.24,1023.3,301,399,28,3766738,2021,Coventry City,Huddersfield Town,0,0,0.2401851,1.1217654,5,3,6,2,414,560,6,158,29,17,13,1,0,0.0590377,0,1,0,0,0.0190906,0,1,0,0,0,43,40,13.2,35,draw,16/12/2020,0.0572,0.285,0.6578,home,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 94.0333}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 94.0333}, {'player_id': 3743, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7537, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 5.05}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 88.9833}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 62.4}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 94.0333}, {'player_id': 10026, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 31.9167}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 94.0333}, {'player_id': 10781, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 11249, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 94.0333}, {'player_id': 15491, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 94.0333}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 89.3833}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 94.0333}, {'player_id': 29397, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing', 'minutes_played': 4.65}, {'player_id': 29977, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 94.0333}, {'player_id': 35241, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
